timestamp,mq135,mq2,temperature,humidity,aqi,status,alert
2026-06-13 11:51:46.096013,66,152,29.83,61.39,109,Poor,NO
2026-06-13 11:51:51.102155,84,183,26.05,55.7,133,Poor,NO
2026-06-13 11:51:56.111620,78,21,32.81,31.42,49,Good,NO
2026-06-13 11:52:01.123965,149,151,32.49,71.22,150,Poor,NO
2026-06-13 11:52:06.148993,62,145,34.44,70.89,103,Poor,NO
2026-06-13 11:52:11.170124,70,226,24.25,55.17,148,Poor,NO
2026-06-13 11:52:16.190271,235,191,40.83,39.05,213,Hazardous,YES
2026-06-13 11:52:21.208276,324,164,30.29,70.09,244,Hazardous,YES
2026-06-13 11:52:26.219813,80,187,29.77,50.78,133,Poor,NO
2026-06-13 11:52:31.228202,162,90,31.85,43.24,126,Poor,NO
2026-06-13 11:52:36.237935,120,245,24.11,31.59,182,Poor,NO
2026-06-13 11:52:41.248628,87,98,33.4,75.51,92,Moderate,NO
2026-06-13 11:52:46.265812,55,240,27.81,85.3,147,Poor,NO
2026-06-13 11:52:51.278261,230,288,30.92,42.72,259,Hazardous,YES
2026-06-13 11:52:56.299086,128,288,23.41,56.74,208,Hazardous,YES
2026-06-13 11:53:01.308507,132,267,40.14,48.56,199,Poor,NO
2026-06-13 11:53:06.323617,190,192,32.5,39.45,191,Poor,NO
2026-06-13 11:53:11.338613,70,144,32.75,47.16,107,Poor,NO
2026-06-13 11:53:16.513592,246,237,34.84,30.54,241,Hazardous,YES
2026-06-13 11:53:21.584591,236,38,43.15,59.83,137,Poor,NO
2026-06-13 11:53:26.592597,151,199,26.59,61.7,175,Poor,NO
2026-06-13 11:53:31.624592,210,81,32.34,83.32,145,Poor,NO
2026-06-13 11:53:36.653688,129,33,41.29,88.26,81,Moderate,NO
2026-06-13 11:53:41.668117,240,193,32.97,70.88,216,Hazardous,YES
2026-06-13 11:53:46.714671,217,185,37.16,31.9,201,Hazardous,YES
2026-06-13 11:53:51.730942,282,160,34.58,75.34,221,Hazardous,YES
2026-06-13 11:53:56.751939,155,61,31.31,67.61,108,Poor,NO
2026-06-13 11:54:01.783331,83,293,25.52,68.53,188,Poor,NO
2026-06-13 11:54:06.801311,345,218,30.11,32.99,281,Hazardous,YES
2026-06-13 11:54:11.814078,345,190,40.04,34.89,267,Hazardous,YES
2026-06-13 11:54:16.842075,339,174,33.64,31.31,256,Hazardous,YES
2026-06-13 11:54:21.880075,272,40,39.62,51.79,156,Poor,NO
2026-06-13 11:54:26.903074,159,72,21.87,79.49,115,Poor,NO
2026-06-13 11:54:31.924260,233,87,41.57,45.08,160,Poor,NO
2026-06-13 11:54:36.936058,261,265,35.25,73.72,263,Hazardous,YES
2026-06-13 11:54:41.994958,248,99,41.13,84.94,173,Poor,NO
2026-06-13 11:54:47.185157,217,60,43.55,81.89,138,Poor,NO
2026-06-13 11:54:52.207643,244,104,26.67,40.66,174,Poor,NO
2026-06-13 11:54:57.218170,51,278,22.62,30.2,164,Poor,NO
2026-06-13 11:55:02.226692,224,109,43.78,69.72,166,Poor,NO
2026-06-13 11:55:07.245886,155,159,34.84,32.03,157,Poor,NO
2026-06-13 11:55:12.263583,145,66,23.27,53.4,105,Poor,NO
2026-06-13 11:55:17.281696,333,261,30.22,46.4,297,Hazardous,YES
2026-06-13 11:55:22.288684,268,197,35.62,69.82,232,Hazardous,YES
2026-06-13 11:55:27.301981,130,91,36.46,46.2,110,Poor,NO
2026-06-13 11:55:32.312556,334,260,21.42,82.91,297,Hazardous,YES
2026-06-13 11:55:37.317386,194,171,40.18,41.27,182,Poor,NO
2026-06-13 11:55:42.335083,86,287,41.48,52.84,186,Poor,NO
2026-06-13 11:55:47.339682,124,189,43.02,57.1,156,Poor,NO
2026-06-13 11:55:52.353444,305,145,28.65,72.83,225,Hazardous,YES
2026-06-13 11:55:57.370313,275,52,23.19,58.01,163,Poor,NO
2026-06-13 11:56:02.376764,244,37,44.09,42.57,140,Poor,NO
2026-06-13 11:56:07.384183,153,146,20.61,69.81,149,Poor,NO
2026-06-13 11:56:12.402836,293,175,37.51,34.56,234,Hazardous,YES
2026-06-13 11:56:17.414839,167,84,36.51,73.79,125,Poor,NO
2026-06-13 11:56:22.422193,213,299,22.69,49.04,256,Hazardous,YES
2026-06-13 11:56:27.450200,151,149,22.82,84.92,150,Poor,NO
2026-06-13 11:56:32.479832,343,293,35.41,65.58,318,Hazardous,YES
2026-06-13 11:56:37.497488,348,164,42.84,47.77,256,Hazardous,YES
2026-06-13 11:56:42.502917,146,70,39.89,30.42,108,Poor,NO
2026-06-13 11:56:47.513410,298,111,44.6,85.34,204,Hazardous,YES
2026-06-13 11:56:52.525561,234,109,33.52,74.53,171,Poor,NO
2026-06-13 11:56:57.542891,126,31,41.18,72.85,78,Moderate,NO
2026-06-13 11:57:02.674899,265,29,39.84,81.99,147,Poor,NO
2026-06-13 11:57:07.724070,97,170,24.36,60.0,133,Poor,NO
2026-06-13 11:57:12.759066,169,221,20.61,37.82,195,Poor,NO
2026-06-13 11:57:17.783154,275,196,25.93,58.93,235,Hazardous,YES
2026-06-13 11:57:22.801161,69,300,25.9,87.44,184,Poor,NO
2026-06-13 11:57:27.815955,248,230,34.01,59.56,239,Hazardous,YES
2026-06-13 11:57:32.821333,184,276,30.47,75.58,230,Hazardous,YES
2026-06-13 11:57:37.869333,59,216,29.02,40.41,137,Poor,NO
2026-06-13 11:57:42.896712,149,21,40.91,65.72,85,Moderate,NO
2026-06-13 11:57:47.934880,248,67,41.93,44.4,157,Poor,NO
2026-06-13 11:57:52.953288,222,62,42.18,53.75,142,Poor,NO
2026-06-13 11:57:57.972650,205,75,44.14,81.23,140,Poor,NO
2026-06-13 11:58:02.980657,210,217,22.96,85.18,213,Hazardous,YES
2026-06-13 11:58:08.050663,259,108,33.92,47.06,183,Poor,NO
2026-06-13 11:58:13.087735,63,34,37.8,49.13,48,Good,NO
2026-06-13 11:58:18.099742,188,122,21.58,52.31,155,Poor,NO
2026-06-13 11:58:23.117578,146,144,43.38,69.89,145,Poor,NO
2026-06-13 11:58:28.128895,312,282,36.81,50.16,297,Hazardous,YES
2026-06-13 11:58:33.141595,238,61,26.02,79.46,149,Poor,NO
2026-06-13 11:58:38.156237,218,158,32.42,69.1,188,Poor,NO
2026-06-13 11:58:43.165518,93,275,42.79,85.6,184,Poor,NO
2026-06-13 11:58:48.173839,247,58,31.59,52.82,152,Poor,NO
2026-06-13 11:58:53.281006,248,278,44.42,53.96,263,Hazardous,YES
2026-06-13 11:58:58.352088,231,30,42.39,36.03,130,Poor,NO
2026-06-13 11:59:03.363139,173,219,44.44,50.49,196,Poor,NO
2026-06-13 11:59:08.383452,135,26,33.83,79.94,80,Moderate,NO
2026-06-13 11:59:13.393561,167,43,32.39,72.88,105,Poor,NO
2026-06-13 11:59:18.413134,251,277,27.64,89.6,264,Hazardous,YES
2026-06-13 11:59:23.434320,171,43,23.13,76.74,107,Poor,NO
2026-06-13 11:59:28.450731,170,113,32.19,85.87,141,Poor,NO
2026-06-13 11:59:33.460017,316,184,33.35,87.78,250,Hazardous,YES
2026-06-13 11:59:38.476158,210,109,21.31,81.8,159,Poor,NO
2026-06-13 11:59:43.503253,199,254,37.21,58.94,226,Hazardous,YES
2026-06-13 11:59:48.516715,202,261,22.8,86.53,231,Hazardous,YES
2026-06-13 11:59:53.523786,77,147,20.53,40.2,112,Poor,NO
2026-06-13 11:59:58.540848,108,32,34.94,77.49,70,Moderate,NO
2026-06-13 12:00:03.567211,174,65,42.76,88.26,119,Poor,NO
2026-06-13 12:00:08.574559,278,224,27.45,46.68,251,Hazardous,YES
2026-06-13 12:00:13.592917,98,275,20.61,52.35,186,Poor,NO
2026-06-13 12:00:18.611269,61,278,41.0,70.39,169,Poor,NO
2026-06-13 12:00:23.625518,300,94,27.32,68.14,197,Poor,NO
2026-06-13 12:00:28.639684,102,264,39.07,82.72,183,Poor,NO
2026-06-13 12:00:33.674844,50,107,32.35,59.77,78,Moderate,NO
2026-06-13 12:00:38.706926,222,134,35.09,86.57,178,Poor,NO
2026-06-13 12:00:43.770701,185,68,40.23,68.62,126,Poor,NO
2026-06-13 12:00:48.780374,120,87,39.46,44.86,103,Poor,NO
2026-06-13 12:00:53.788913,193,125,34.82,47.76,159,Poor,NO
2026-06-13 12:00:58.803428,229,187,38.4,56.54,208,Hazardous,YES
2026-06-13 12:01:03.817797,152,142,34.55,60.3,147,Poor,NO
2026-06-13 12:01:08.835974,118,25,34.96,87.77,71,Moderate,NO
2026-06-13 12:01:13.855371,344,245,20.18,89.36,294,Hazardous,YES
2026-06-13 12:01:18.865674,321,161,40.4,78.82,241,Hazardous,YES
2026-06-13 12:01:23.877903,248,295,25.33,33.08,271,Hazardous,YES
2026-06-13 12:01:28.890497,272,208,41.3,61.3,240,Hazardous,YES
2026-06-13 12:01:33.893556,261,99,38.62,66.34,180,Poor,NO
2026-06-13 12:01:38.902786,308,278,38.77,71.66,293,Hazardous,YES
2026-06-13 12:01:43.906727,297,201,36.01,80.06,249,Hazardous,YES
2026-06-13 12:01:48.922820,214,38,26.19,67.48,126,Poor,NO
2026-06-13 12:01:53.929273,291,218,29.7,53.18,254,Hazardous,YES
2026-06-13 12:01:58.943364,223,243,44.79,65.83,233,Hazardous,YES
2026-06-13 12:02:03.956515,304,72,22.74,77.37,188,Poor,NO
2026-06-13 12:02:08.971943,84,157,35.05,72.67,120,Poor,NO
2026-06-13 12:02:13.979282,304,138,30.4,84.14,221,Hazardous,YES
2026-06-13 12:02:18.993467,154,169,43.49,75.22,161,Poor,NO
2026-06-13 12:02:24.008739,269,55,44.37,74.13,162,Poor,NO
2026-06-13 12:02:29.026879,221,181,33.27,84.57,201,Hazardous,YES
2026-06-13 12:02:34.037,298,139,42.85,54.36,218,Hazardous,YES
2026-06-13 12:02:39.055509,325,130,20.57,32.62,227,Hazardous,YES
2026-06-13 12:02:44.061675,216,224,38.33,49.61,220,Hazardous,YES
2026-06-13 12:02:49.066119,350,293,21.03,62.02,321,Hazardous,YES
2026-06-13 12:02:54.082527,177,253,28.54,49.72,215,Hazardous,YES
2026-06-13 12:02:59.101687,156,278,34.17,87.04,217,Hazardous,YES
2026-06-13 12:03:04.115979,260,44,41.81,43.08,152,Poor,NO
2026-06-13 12:03:09.120382,148,86,41.33,37.79,117,Poor,NO
2026-06-13 12:03:14.134754,109,25,41.95,59.71,67,Moderate,NO
2026-06-13 12:03:19.141068,216,31,43.78,79.06,123,Poor,NO
2026-06-13 12:03:24.158221,208,154,20.29,42.8,181,Poor,NO
2026-06-13 12:03:29.172676,259,291,37.42,51.62,275,Hazardous,YES
2026-06-13 12:03:34.182724,302,235,35.49,76.22,268,Hazardous,YES
2026-06-13 12:03:39.198102,344,225,36.12,49.39,284,Hazardous,YES
2026-06-13 12:03:44.216116,217,186,38.2,37.58,201,Hazardous,YES
2026-06-13 12:03:49.228398,283,251,23.74,61.74,267,Hazardous,YES
2026-06-13 12:03:54.240737,288,181,22.44,53.34,234,Hazardous,YES
2026-06-13 12:03:59.248116,101,207,34.63,86.1,154,Poor,NO
2026-06-13 12:04:04.267060,54,51,36.94,35.65,52,Moderate,NO
2026-06-13 12:04:09.275067,225,288,20.78,71.63,256,Hazardous,YES
2026-06-13 12:04:14.288543,259,80,27.31,66.68,169,Poor,NO
2026-06-13 12:04:19.304754,102,119,35.26,41.5,110,Poor,NO
2026-06-13 12:04:24.317948,148,195,38.66,85.35,171,Poor,NO
2026-06-13 12:04:29.323025,234,240,42.85,58.02,237,Hazardous,YES
2026-06-13 12:04:34.336238,181,60,20.45,50.81,120,Poor,NO
2026-06-13 12:04:39.352432,205,154,31.37,31.29,179,Poor,NO
2026-06-13 12:04:44.362797,348,289,40.08,60.36,318,Hazardous,YES
2026-06-13 12:04:49.372941,196,74,21.57,77.89,135,Poor,NO
2026-06-13 12:04:54.390974,96,107,36.45,31.92,101,Poor,NO
2026-06-13 12:04:59.400350,217,64,42.61,52.34,140,Poor,NO
2026-06-13 12:05:04.411556,348,107,35.5,35.79,227,Hazardous,YES
2026-06-13 12:05:09.427843,346,168,35.98,82.67,257,Hazardous,YES
2026-06-13 12:05:14.436080,230,43,23.58,56.05,136,Poor,NO
2026-06-13 12:05:19.451219,182,238,26.48,81.44,210,Hazardous,YES
2026-06-13 12:05:24.462354,96,145,35.01,41.54,120,Poor,NO
2026-06-13 12:05:29.476442,190,258,28.56,47.72,224,Hazardous,YES
2026-06-13 12:05:34.484621,300,185,31.91,51.88,242,Hazardous,YES
2026-06-13 12:05:39.512046,332,141,44.14,51.58,236,Hazardous,YES
2026-06-13 12:05:44.523136,197,215,29.28,79.1,206,Hazardous,YES
2026-06-13 12:05:49.539404,119,132,40.61,48.38,125,Poor,NO
2026-06-13 12:05:54.546460,121,150,20.37,59.56,135,Poor,NO
2026-06-13 12:05:59.550490,90,71,31.53,51.03,80,Moderate,NO
2026-06-13 12:06:04.555046,274,280,20.27,64.01,277,Hazardous,YES
2026-06-13 12:06:09.575352,300,48,25.3,73.48,174,Poor,NO
2026-06-13 12:06:14.587764,113,99,24.07,75.94,106,Poor,NO
2026-06-13 12:06:19.605961,163,103,38.54,64.79,133,Poor,NO
2026-06-13 12:06:24.609961,147,125,30.39,85.67,136,Poor,NO
2026-06-13 12:06:29.621047,344,210,25.24,46.02,277,Hazardous,YES
2026-06-13 12:06:34.626697,300,216,35.38,73.65,258,Hazardous,YES
2026-06-13 12:06:39.636017,254,111,20.14,83.14,182,Poor,NO
2026-06-13 12:06:44.652817,70,283,43.2,48.68,176,Poor,NO
2026-06-13 12:06:49.670559,84,217,37.56,46.44,150,Poor,NO
2026-06-13 12:06:54.736827,334,145,41.05,68.52,239,Hazardous,YES
2026-06-13 12:06:59.750961,298,77,36.71,80.51,187,Poor,NO
2026-06-13 12:07:04.773191,268,187,36.78,73.19,227,Hazardous,YES
2026-06-13 12:07:09.785831,60,268,32.52,83.01,164,Poor,NO
2026-06-13 12:07:14.801835,104,96,44.91,56.33,100,Moderate,NO
2026-06-13 12:07:19.822196,212,229,42.42,71.57,220,Hazardous,YES
2026-06-13 12:07:24.832165,134,75,40.49,36.56,104,Poor,NO
2026-06-13 12:07:29.843473,101,261,35.15,88.2,181,Poor,NO
2026-06-13 12:07:34.860989,311,66,42.15,62.08,188,Poor,NO
2026-06-13 12:07:39.888481,243,75,28.4,88.6,159,Poor,NO
2026-06-13 12:07:44.903733,308,292,20.6,80.63,300,Hazardous,YES
2026-06-13 12:07:49.914060,327,157,22.4,55.7,242,Hazardous,YES
2026-06-13 12:07:54.926594,119,266,30.16,34.99,192,Poor,NO
2026-06-13 12:07:59.934680,148,23,37.18,83.08,85,Moderate,NO
2026-06-13 12:08:04.949012,275,256,27.28,75.08,265,Hazardous,YES
2026-06-13 12:08:09.962387,233,283,33.8,39.7,258,Hazardous,YES
2026-06-13 12:08:14.990731,322,144,35.34,34.98,233,Hazardous,YES
2026-06-13 12:08:20.019921,235,226,31.77,30.84,230,Hazardous,YES
2026-06-13 12:08:25.032188,79,143,29.03,38.21,111,Poor,NO
2026-06-13 12:08:30.042186,105,261,21.85,50.28,183,Poor,NO
2026-06-13 12:08:35.049190,272,298,20.89,41.24,285,Hazardous,YES
2026-06-13 12:08:40.055190,66,48,31.43,55.54,57,Moderate,NO
2026-06-13 12:08:45.082292,197,26,30.79,76.55,111,Poor,NO
2026-06-13 12:08:50.101015,343,23,26.19,76.52,183,Poor,NO
2026-06-13 12:08:55.124087,134,141,24.17,35.24,137,Poor,NO
2026-06-13 12:09:00.134475,72,206,25.45,55.09,139,Poor,NO
2026-06-13 12:09:05.156579,109,114,33.52,64.8,111,Poor,NO
2026-06-13 12:09:10.173109,84,132,44.99,49.0,108,Poor,NO
2026-06-13 12:09:15.182889,169,299,21.79,81.71,234,Hazardous,YES
2026-06-13 12:09:20.189901,167,294,37.17,34.7,230,Hazardous,YES
2026-06-13 12:09:25.199451,293,34,41.05,77.49,163,Poor,NO
2026-06-13 12:09:30.217653,158,179,28.24,78.28,168,Poor,NO
2026-06-13 12:09:35.231621,235,216,40.18,33.98,225,Hazardous,YES
2026-06-13 12:09:40.238534,136,111,30.95,78.04,123,Poor,NO
2026-06-13 12:09:45.258958,318,289,44.25,68.99,303,Hazardous,YES
2026-06-13 12:09:50.265652,57,269,29.36,77.94,163,Poor,NO
2026-06-13 12:09:55.283981,230,254,39.79,66.8,242,Hazardous,YES
2026-06-13 12:10:00.302664,116,27,32.54,51.24,71,Moderate,NO
2026-06-13 12:10:05.323987,128,293,37.05,77.17,210,Hazardous,YES
2026-06-13 12:10:10.338881,186,152,31.14,30.73,169,Poor,NO
2026-06-13 12:10:15.345603,165,43,36.23,52.68,104,Poor,NO
2026-06-13 12:10:20.363159,241,120,20.4,69.13,180,Poor,NO
2026-06-13 12:10:25.378404,51,267,31.98,54.25,159,Poor,NO
2026-06-13 12:10:30.397405,127,231,37.67,88.02,179,Poor,NO
2026-06-13 12:10:35.414066,272,226,25.56,46.19,249,Hazardous,YES
2026-06-13 12:10:40.428176,268,116,22.84,85.26,192,Poor,NO
2026-06-13 12:10:45.447515,109,180,34.58,72.1,144,Poor,NO
2026-06-13 12:10:50.467043,158,215,44.19,75.01,186,Poor,NO
2026-06-13 12:10:55.481383,85,173,24.09,83.23,129,Poor,NO
2026-06-13 12:11:00.499697,282,32,20.8,43.45,157,Poor,NO
2026-06-13 12:11:05.515788,143,149,28.09,53.44,146,Poor,NO
2026-06-13 12:11:10.781790,151,296,29.69,58.67,223,Hazardous,YES
2026-06-13 12:11:15.802057,310,136,26.25,50.37,223,Hazardous,YES
2026-06-13 12:11:20.816536,261,223,36.39,45.12,242,Hazardous,YES
2026-06-13 12:11:25.827954,163,169,21.75,69.24,166,Poor,NO
2026-06-13 12:11:30.841427,90,26,43.11,75.16,58,Moderate,NO
2026-06-13 12:11:35.872426,69,196,34.1,37.66,132,Poor,NO
2026-06-13 12:11:40.897222,272,258,43.7,67.34,265,Hazardous,YES
2026-06-13 12:11:45.905393,58,57,42.16,78.34,57,Moderate,NO
2026-06-13 12:11:50.918074,340,268,33.26,42.8,304,Hazardous,YES
2026-06-13 12:11:55.922075,244,254,36.27,74.98,249,Hazardous,YES
2026-06-13 12:12:00.948154,153,171,32.18,80.72,162,Poor,NO
2026-06-13 12:12:05.969497,212,78,32.15,79.3,145,Poor,NO
2026-06-13 12:12:10.976580,136,121,28.07,42.27,128,Poor,NO
2026-06-13 12:12:15.993133,311,30,34.36,71.28,170,Poor,NO
2026-06-13 12:12:21.005424,292,172,36.6,30.61,232,Hazardous,YES
2026-06-13 12:12:26.031553,63,276,37.81,87.2,169,Poor,NO
2026-06-13 12:12:31.063723,345,88,22.47,46.68,216,Hazardous,YES
2026-06-13 12:12:36.085991,74,140,26.25,73.67,107,Poor,NO
2026-06-13 12:12:41.096399,302,123,21.31,79.5,212,Hazardous,YES
2026-06-13 12:12:46.101773,151,26,29.87,55.22,88,Moderate,NO
2026-06-13 12:12:51.130445,172,46,23.72,65.3,109,Poor,NO
2026-06-13 12:12:56.136538,262,38,27.34,34.51,150,Poor,NO
2026-06-13 12:13:01.156794,58,226,43.87,33.73,142,Poor,NO
2026-06-13 12:13:06.185026,61,221,36.23,79.52,141,Poor,NO
2026-06-13 12:13:11.329414,167,212,26.83,79.75,189,Poor,NO
2026-06-13 12:13:16.341689,68,47,32.11,89.29,57,Moderate,NO
2026-06-13 12:13:21.359689,242,36,25.88,60.33,139,Poor,NO
2026-06-13 12:13:26.373689,74,164,37.63,41.11,119,Poor,NO
2026-06-13 12:13:31.387156,54,81,40.45,37.72,67,Moderate,NO
2026-06-13 12:13:36.409349,178,201,35.85,32.62,189,Poor,NO
2026-06-13 12:13:41.413619,208,126,27.32,40.48,167,Poor,NO
2026-06-13 12:13:46.426512,181,263,31.0,60.93,222,Hazardous,YES
2026-06-13 12:13:51.446667,81,213,24.53,68.28,147,Poor,NO
2026-06-13 12:13:56.466661,242,35,20.05,47.53,138,Poor,NO
2026-06-13 12:14:01.487945,289,239,21.97,50.68,264,Hazardous,YES
2026-06-13 12:14:06.502837,125,263,34.24,39.57,194,Poor,NO
2026-06-13 12:14:11.525396,200,223,34.24,71.18,211,Hazardous,YES
2026-06-13 12:14:16.540195,124,204,24.84,86.72,164,Poor,NO
2026-06-13 12:14:21.548464,128,160,24.34,53.49,144,Poor,NO
2026-06-13 12:14:26.562829,283,225,42.86,76.94,254,Hazardous,YES
2026-06-13 12:14:31.569903,81,170,43.26,61.78,125,Poor,NO
2026-06-13 12:14:36.660005,143,212,23.73,43.11,177,Poor,NO
2026-06-13 12:14:41.767999,244,180,42.61,39.74,212,Hazardous,YES
2026-06-13 12:14:46.796077,280,116,24.89,50.98,198,Poor,NO
2026-06-13 12:14:51.810282,87,216,21.61,87.77,151,Poor,NO
2026-06-13 12:14:57.250303,51,197,21.93,36.67,124,Poor,NO
2026-06-13 12:15:02.463283,303,242,25.09,64.47,272,Hazardous,YES
2026-06-13 12:15:07.500282,294,135,25.09,36.91,214,Hazardous,YES
2026-06-13 12:15:12.552282,84,77,28.94,58.0,80,Moderate,NO
2026-06-13 12:15:17.695114,260,93,44.9,62.81,176,Poor,NO
2026-06-13 12:15:22.752929,327,212,24.0,43.6,269,Hazardous,YES
2026-06-13 12:15:27.760008,236,230,34.16,78.09,233,Hazardous,YES
2026-06-13 12:15:32.785147,64,259,34.99,46.22,161,Poor,NO
2026-06-13 12:15:37.805137,173,221,34.05,87.75,197,Poor,NO
2026-06-13 12:15:42.816141,347,136,20.37,71.69,241,Hazardous,YES
2026-06-13 12:15:47.913381,200,80,29.97,57.56,140,Poor,NO
2026-06-13 12:15:52.930639,231,78,20.31,46.52,154,Poor,NO
2026-06-13 12:15:57.944739,136,251,43.98,32.36,193,Poor,NO
2026-06-13 12:16:02.966821,178,167,44.61,83.79,172,Poor,NO
2026-06-13 12:16:07.996174,279,244,33.71,40.05,261,Hazardous,YES
2026-06-13 12:16:13.004648,120,162,34.93,32.15,141,Poor,NO
2026-06-13 12:16:18.017066,287,96,36.09,60.41,191,Poor,NO
2026-06-13 12:16:23.028047,240,201,23.02,61.16,220,Hazardous,YES
2026-06-13 12:16:28.050748,321,41,39.08,38.89,181,Poor,NO
2026-06-13 12:16:33.063015,350,285,44.68,45.83,317,Hazardous,YES
2026-06-13 12:16:38.074388,264,215,43.29,52.98,239,Hazardous,YES
2026-06-13 12:16:43.087607,75,120,21.03,76.37,97,Moderate,NO
2026-06-13 12:16:48.096808,61,137,23.56,39.23,99,Moderate,NO
2026-06-13 12:16:53.109805,328,148,43.0,49.98,238,Hazardous,YES
2026-06-13 12:16:58.176036,212,43,24.65,50.76,127,Poor,NO
2026-06-13 12:17:03.192048,244,32,44.21,43.92,138,Poor,NO
2026-06-13 12:17:08.250210,242,101,34.72,32.85,171,Poor,NO
2026-06-13 12:17:13.362394,221,129,26.23,86.8,175,Poor,NO
2026-06-13 12:17:18.374837,86,109,24.44,61.79,97,Moderate,NO
2026-06-13 12:17:23.426011,192,92,25.32,67.37,142,Poor,NO
2026-06-13 12:17:28.516095,160,124,41.96,73.09,142,Poor,NO
